File	Relation	SNum	Sentence
EBA1415_TTCM_2_SC_ES-06139	R-3-5	492.1	Skin burn is caused by getting to much sun or uvb.
EBA1415_TTCM_2_SC_ES-06139	R-2-5	492.2	Skin burn is caused by getting to much sun or uvb.
EBA1415_TTCM_2_SC_ES-06139	R-1-50	493	The differences in risk of getting skin cancer is depending on where you live.
EBA1415_TTCM_2_SC_ES-06139	R-1-2	494.1	"Some locations are more likely to have moderate to exteme levels of year-round direct sunlight.
EBA1415_TTCM_2_SC_ES-06139	R-2-50	494.2	"Some locations are more likely to have moderate to exteme levels of year-round direct sunlight.
EBA1415_TTCM_2_SC_ES-06139	R-2-50	495	Which would cause for more cases of skin cancer.
EBA1415_TTCM_2_SC_ES-06139	R-2-5	496	Alot of sun can cause sunburn.
EBA1415_TTCM_2_SC_ES-06139	R-5-5	497	Sunburn isn't good.
EBA1415_TTCM_2_SC_ES-06139	R-5-5	498	it can lead to sun poisoning.//
EBA1415_SVJJ_2_SC_ES-05617	O	499	No Essay
EBA1415_KYNS_3_SC_ES-5922_9	O	500	There are numerous skin disorders, conditions, and diseases.
EBA1415_KYNS_3_SC_ES-5922_9	O	501	Aditionally skin cancer is the most common form of cancer in the united states.
EBA1415_KYNS_3_SC_ES-5922_9	R-2-50	502	One way people develop skin cancer is too much exposure to the sun.
EBA1415_KYNS_3_SC_ES-5922_9	R-2-3	503.1	Too much sun causes more uvb radiation which causes skin cancer.
EBA1415_KYNS_3_SC_ES-5922_9	R-3-50	503.2	Too much sun causes more uvb radiation which causes skin cancer.
EBA1415_KYNS_3_SC_ES-5922_9	R-2-5	504.1	When there is too much sun, sunburn causes which damages cells.
EBA1415_KYNS_3_SC_ES-5922_9	R-5-4	504.2	When there is too much sun, sunburn causes which damages cells.
EBA1415_KYNS_3_SC_ES-5922_9	O	505	Damaged cells are replaced with healthy ones.
EBA1415_KYNS_3_SC_ES-5922_9	O	506	Severe sunburn is called sun poisoning which can lead to infection and shock.
EBA1415_KYNS_3_SC_ES-5922_9	R-5-6	507.1	Sunburned skin cells that aren't removed can result skin cancer.
EBA1415_KYNS_3_SC_ES-5922_9	R-6-50	507.2	Sunburned skin cells that aren't removed can result skin cancer.
EBA1415_KYNS_3_SC_ES-5922_9	R-4-6	508	As in the article informed "Sun burn" informed that normally abnormal or damaged cells are cleared away and replaced with new cells, but this dosen't always happen.
EBA1415_KYNS_3_SC_ES-5922_9	R-5-6	509	If a sunburn is severe enough it becomes less likely that all damaged skin cells will be removed.
EBA1415_KYNS_3_SC_ES-5922_9	R-5-50	510	Also as I read in the article "Sunburn" it informed suffering just one serious sunburn in childhood or adolescence doubles the chances of developing skin cancer later in life.
EBA1415_KYLS_6_SC_ES-5684_9	R-1-50	511.1	Reasons why people can have higher risks to develop skin cancer are the following, living closer to the equator, too much exposure to the sun and sunburns in the past.
EBA1415_KYLS_6_SC_ES-5684_9	R-5-50	511.2	Reasons why people can have higher risks to develop skin cancer are the following, living closer to the equator, too much exposure to the sun and sunburns in the past.
EBA1415_KYLS_6_SC_ES-5684_9	R-2-50	511.3	Reasons why people can have higher risks to develop skin cancer are the following, living closer to the equator, too much exposure to the sun and sunburns in the past.
EBA1415_KYLS_6_SC_ES-5684_9	R-1-5	512	First off, if some were to live clsoer to the equator, people increase their chances of getting sunburn.
EBA1415_KYLS_6_SC_ES-5684_9	R-1-2	513	The earth's equator naturally has more hours of sunlight than places that aren't near the equator.
EBA1415_KYLS_6_SC_ES-5684_9	R-2-3	514.1	If there's longer hours of sunlight, chances are your skin will get more radiation, and increase their chances of getting skin cancer.
EBA1415_KYLS_6_SC_ES-5684_9	R-2-50	514.2	If there's longer hours of sunlight, chances are your skin will get more radiation, and increase their chances of getting skin cancer.
EBA1415_KYLS_6_SC_ES-5684_9	R-3-4	515.1	Next, if someone were to be exposed to the sun's UV Rays for a long period of time, skin cells will be damaged, and your damaged skin cells can be cause skin cancer if they are not replaced.
EBA1415_KYLS_6_SC_ES-5684_9	R-4-50	515.2	Next, if someone were to be exposed to the sun's UV Rays for a long period of time, skin cells will be damaged, and your damaged skin cells can be cause skin cancer if they are not replaced.
EBA1415_KYLS_6_SC_ES-5684_9	R-5-50	516	Finally, previous skin sunburns can cause skin cancer.
EBA1415_KYLS_6_SC_ES-5684_9	R-4-6	517.1	When people get sunburns their skin cells are damaged, and if not replaced can cause skin cancer.
EBA1415_KYLS_6_SC_ES-5684_9	R-6-50	517.2	When people get sunburns their skin cells are damaged, and if not replaced can cause skin cancer.
EBA1415_KYLS_6_SC_ES-5684_9	R-5-50	518	The more sun burns you get, the more likely the chance you will get skin cancer.
EBA1415_KYLS_6_SC_ES-5684_9	R-1-50	519.1	Overall, depending on where ou live, how often you expose yourself to the sun, and if you get sunburns in the past, people chances of getting skin cancer is possible.//
EBA1415_KYLS_6_SC_ES-5684_9	R-2-50	519.2	Overall, depending on where ou live, how often you expose yourself to the sun, and if you get sunburns in the past, people chances of getting skin cancer is possible.//
EBA1415_KYLS_6_SC_ES-5684_9	R-5-50	519.3	Overall, depending on where ou live, how often you expose yourself to the sun, and if you get sunburns in the past, people chances of getting skin cancer is possible.//
EBA1415_RCGJ_5_SC_ES-04687	O	520	There are many risks that can happen when you get skin cancer.
EBA1415_RCGJ_5_SC_ES-04687	O	521	First, skin cancer happens when skin cells reproduce irregularly.
EBA1415_RCGJ_5_SC_ES-04687	O	522	Next, check your skin for suspicious changes.
EBA1415_RCGJ_5_SC_ES-04687	O	523	Then, you need skin to protect you so you can't risk getting cancer for it.
EBA1415_RCGJ_5_SC_ES-04687	O	524	Finally, you can get sun poisoning.
EBA1415_RCGJ_5_SC_ES-04687	O	525	Those were some things that can be a risk or a helpful tip./
EBA1415_RCGJ_5_SC_ES-04687	O	526	These are somethings that can form skin cancer.
EBA1415_RCGJ_5_SC_ES-04687	R-2-50	527	First, staying out in the sun can cause skin cancer.
EBA1415_RCGJ_5_SC_ES-04687	O	528	Next, skin cancer can occur randomly.
EBA1415_RCGJ_5_SC_ES-04687	O	529	Then, you always have to check your skin for any bumps that may occur.
EBA1415_RCGJ_5_SC_ES-04687	R-2-50	530	Finally, staying outside too long can give you skin cancer.
EBA1415_RCGJ_5_SC_ES-04687	O	531	That's how they can form./
EBA1415_RCGJ_5_SC_ES-04687	O	532	Check your skin for suspicious changes.
EBA1415_RCGJ_5_SC_ES-04687	O	533	First, some more skin cancers are basal cell carcinoma which can be a red bump.
EBA1415_RCGJ_5_SC_ES-04687	O	534	Next, malignant can only occur on 5% of your skin.
EBA1415_RCGJ_5_SC_ES-04687	O	535	Then, basal cell carcinoma and squamous can occur on 95% of your body.
EBA1415_RCGJ_5_SC_ES-04687	O	536	Finally, early detection can help prevent skin cancer.
EBA1415_RCGJ_5_SC_ES-04687	O	537	Those where some reasons why./
EBA1415_RCGJ_5_SC_ES-04687	O	538	You need your skin to protect you.
EBA1415_RCGJ_5_SC_ES-04687	O	539	First, your skin is like a heatshield from the sun.
EBA1415_RCGJ_5_SC_ES-04687	O	540	Next, there are three layers of skin the outermost layer on the epidermis, the middle the dermis, and the innermost layer the subcutaneous fat.
EBA1415_RCGJ_5_SC_ES-04687	R-12-3	541	Then, skin can't protect you from everything like the sun's UV rays.
EBA1415_RCGJ_5_SC_ES-04687	O	542	Finally, you skin is your biggest organ.
EBA1415_RCGJ_5_SC_ES-04687	O	543	That's why you need to protect your skin./
EBA1415_RCGJ_5_SC_ES-04687	O	544	You can get sun poisoning.
EBA1415_RCGJ_5_SC_ES-04687	O	545	First, sun poisoning can lead to infection.
EBA1415_RCGJ_5_SC_ES-04687	O	546	Next, it can also cause death.
EBA1415_RCGJ_5_SC_ES-04687	O	547	Then, it will make your skin look abnormal.
EBA1415_RCGJ_5_SC_ES-04687	O	548	Finally, just try not to go into the sun alot.
EBA1415_RCGJ_5_SC_ES-04687	O	549	That's what can happen when you get sun poisoning./
EBA1415_RCGJ_5_SC_ES-04687	O	550	Overall, you can have so many risk with getting skin cancer.
EBA1415_RCGJ_5_SC_ES-04687	O	551	First, your skin can reproduce irregularly.
EBA1415_RCGJ_5_SC_ES-04687	O	552	Next, check your skin for suspicious spots.
EBA1415_RCGJ_5_SC_ES-04687	O	553	Then, you need your skin to protect you.
EBA1415_RCGJ_5_SC_ES-04687	O	554	Finally, you could get sun poisoning.
EBA1415_RCGJ_5_SC_ES-04687	O	555	That's the overall risks.//
EBA1415_BLRW_5_SC_ES-05200	O	556	There are many different risk that can cause skin cancer.
EBA1415_BLRW_5_SC_ES-05200	O	557	There is basal cell carcinoma and squamous cell carcinoma which 95% of people who have skin cancer have, also malignant melanoma which not a lot of people get, but if they do they most likely die from it.//
EBA1415_KYLS_5_SC_ES-05669	R-2-50	558	What leads to skin cancer is different variety of sunlight.
EBA1415_KYLS_5_SC_ES-05669	R-5-50	559	In some cases skin cancer develops over time like for example having sun burn in your early age and having it a lot can develop cancer in the furure.
EBA1415_KYLS_5_SC_ES-05669	O	560	Some skin cancers happen when humans try to purposely tan their skin in//
EBA1415_TRJB_1_SC_ES-06115	R-4-50	561.1	The differences in risk of developing skin cancer are.
EBA1415_TRJB_1_SC_ES-06115	R-5-50	561.2	The differences in risk of developing skin cancer are.
EBA1415_TRJB_1_SC_ES-06115	R-5-50	562.1	Sunburns, damage to the skin, and abnormal blood cells./
EBA1415_TRJB_1_SC_ES-06115	R-4-50	562.2	Sunburns, damage to the skin, and abnormal blood cells./
EBA1415_TRJB_1_SC_ES-06115	O	563	The difference between sunburns and abnormal blood cells are, the blood cells that are damaged are sometimes caused by skin symptoms./
EBA1415_TRJB_1_SC_ES-06115	O	564	Damage to thes kin is just the person not taking care of their skin./
EBA1415_TRJB_1_SC_ES-06115	O	565	Like dry-cracked up-skin can cause-damage./
EBA1415_TRJB_1_SC_ES-06115	R-1-50	566.1	Some real hot parts of the earth can cause skin cancer like california or florida, tanning can cause skin cancer also cause the skin is being burned by the surrounding lights./
EBA1415_TRJB_1_SC_ES-06115	R-5-50	566.2	Some real hot parts of the earth can cause skin cancer like california or florida, tanning can cause skin cancer also cause the skin is being burned by the surrounding lights./
EBA1415_TRJB_1_SC_ES-06115	R-2-5	566.3	Some real hot parts of the earth can cause skin cancer like california or florida, tanning can cause skin cancer also cause the skin is being burned by the surrounding lights./
EBA1415_TRJB_1_SC_ES-06115	R-3-4	567.1	Sun tanning makes it worse cause the rays are burning the skin and light rays can severely damage the skin./
EBA1415_TRJB_1_SC_ES-06115	R-2-4	567.2	Sun tanning makes it worse cause the rays are burning the skin and light rays can severely damage the skin./
EBA1415_TRJB_1_SC_ES-06115	O	568	The different types of skin cancer could be prevented if people take care of their skin./
EBA1415_TRJB_1_SC_ES-06115	O	569	Cancer is uncontrollable cell growth so skin cancer is uncontrollable cell growth in the skin.//
EBA1415_TFBM_2_SC_ES-05559	O	570	Skin cancer is the uncontrollable growth of skin cells, and it can be caused in multiple ways.
EBA1415_TFBM_2_SC_ES-05559	R-1-50	571	However, depending on where you live in the world is a huge factor into causing skin cancer./
EBA1415_TFBM_2_SC_ES-05559	R-1-2	572	Depending on where you are, closer or further from the equator, the sun may be out alot longer than other places.
EBA1415_TFBM_2_SC_ES-05559	R-2-3	573.1	The sun is able to release UVb radiation, which is the reason we get sunburn.
EBA1415_TFBM_2_SC_ES-05559	R-3-5	573.2	The sun is able to release UVb radiation, which is the reason we get sunburn.
EBA1415_TFBM_2_SC_ES-05559	R-2-5	574	So the longer you're exposed to the sun, the better the chance of sunburn.
EBA1415_TFBM_2_SC_ES-05559	R-5-6	575	When our body gets sun burned, blood is directed to the burned spot to create skin cells that were killed by UVb radiation.
EBA1415_TFBM_2_SC_ES-05559	R-5-6	576	That's the reason for our skin to turn red when we have a sun burn.
EBA1415_TFBM_2_SC_ES-05559	R-6-50	577	Finally, skin cells that cannot be restored or removed result in skin cancer.
EBA1415_TFBM_2_SC_ES-05559	O	578	This serious sunburn can also cause other health problems.
EBA1415_TFBM_2_SC_ES-05559	O	579	Some like infection, shock, or even death is an outcome of serious sun burning.//
EBA1415_RDCSa_1_SC_ES-04695	R-5-50	580	Sunburn is the greatest risk for skin cancer.
EBA1415_RDCSa_1_SC_ES-04695	R-4-5	581	Sunburn is caused by damage to genetic molecules in skin cells.
EBA1415_RDCSa_1_SC_ES-04695	R-5-6	582.1	Sunburned skin cells that aren't removed can result in skin cancer.
EBA1415_RDCSa_1_SC_ES-04695	R-6-50	582.2	Sunburned skin cells that aren't removed can result in skin cancer.
EBA1415_RDCSa_1_SC_ES-04695	O	583	Skin cancer is the most feared disease because everyone is at some risk of developing skin cancer.
EBA1415_RDCSa_1_SC_ES-04695	O	584	The variety of skin cancer that develops depends on the type of skin cell that reproduces irregularly.
EBA1415_RDCSa_1_SC_ES-04695	O	585	There are three main varieties of skin cancer: basal cell carcinoma, squamous cell carcinoma, and malignant melanoma.
EBA1415_RDCSa_1_SC_ES-04695	O	586	Together, they make up 95 percent of skin cancers.//
EBA1415_TRWH_89_SC_ES-06075	O	587	Skin cancer is the most common form of cancer in the United States.
EBA1415_TRWH_89_SC_ES-06075	O	588	Skin cancer isn't hard to catch study show huamns are at some risk of skin cancer.
EBA1415_TRWH_89_SC_ES-06075	O	589	These are three main varieties of skin cancer, basal cell carcinoma, squamous cell carcinoma, and malignant melanoma.
EBA1415_TRWH_89_SC_ES-06075	O	590	Basal and squamous cell ccarcinomas makes up 95% of our skin cancers.
EBA1415_TRWH_89_SC_ES-06075	R-4-5	591	Sunburns is one common skin disorder during the summer, sunburn is caused by damage to genetic molecules in skin cells.
EBA1415_TRWH_89_SC_ES-06075	O	592	Skin have 3 layers three of the three is epidermis, dermis, and subcutaneous fat, this layer contain tissue that act as an energy source, cushion, and insulator for the huamn body.//
EBA1415_RDCS_2_SC_ES-05452	R-5-50	593	What leads to having skin cancer is through sunburn.
EBA1415_RDCS_2_SC_ES-05452	R-4-5	594.1	Sunburn is caused by damage to genetic molecules in your skin cells also sunburn happens when the body directs blood to skin to try to repair or remove your damaged cells.
EBA1415_RDCS_2_SC_ES-05452	R-5-6	594.2	Sunburn is caused by damage to genetic molecules in your skin cells also sunburn happens when the body directs blood to skin to try to repair or remove your damaged cells.
EBA1415_RDCS_2_SC_ES-05452	O	595	Damaged cells are replaced with healthy ones.
EBA1415_RDCS_2_SC_ES-05452	O	596	The reason your skin becomes red is because the additional blood flow.
EBA1415_RDCS_2_SC_ES-05452	O	597	Ran out of time.//
EBA1415_SYMS_3_SC_ES-05561	O	598	Skin cancer it revolves around and we don't even seem to know it.
EBA1415_SYMS_3_SC_ES-05561	O	599	The United seems to not realize how important it is to maintain a healthy skin such as applying sunblock when needed.
EBA1415_SYMS_3_SC_ES-05561	R-12-50	600.1	Here are 3 ways you get cancer explosure to much to the sun, lack of protection from the sun, not enough vitiam D./
EBA1415_SYMS_3_SC_ES-05561	R-1-50	600.2	Here are 3 ways you get cancer explosure to much to the sun, lack of protection from the sun, not enough vitiam D./
EBA1415_SYMS_3_SC_ES-05561	R-2-50	601	The sun rays can control your risks for getting skin cancer.
EBA1415_SYMS_3_SC_ES-05561	R-1-50	602.1	The people near the equator know there higher risks, then were there is less ditrect sun the risks are still high.
EBA1415_SYMS_3_SC_ES-05561	R-2-50	602.2	The people near the equator know there higher risks, then were there is less ditrect sun the risks are still high.
EBA1415_SYMS_3_SC_ES-05561	R-1-2	603	In the Southern part of the United States it is known as Tropics of Cancer since for some reasons rays can be beaming there./
EBA1415_SYMS_3_SC_ES-05561	O	604	The Latitudes in which skin cancer is most often in are 35-45 range.
EBA1415_SYMS_3_SC_ES-05561	O	605	The 3 times of skin are epidermis, dermis, and collagen.
EBA1415_SYMS_3_SC_ES-05561	R-3-4	606	The UVb radiation kills skin cells which is when skinburn show redness./
EBA1415_SYMS_3_SC_ES-05561	O	607	Sunburns when not treated can become severe sometimes even deadly.
EBA1415_SYMS_3_SC_ES-05561	O	608	Vitiam D is a vitaim that supports our skin and gives us lower chances of skin cancer.
EBA1415_SYMS_3_SC_ES-05561	O	609	Another way to simplify help prevent it is put sunblock on when outside.
EBA1415_SYMS_3_SC_ES-05561	O	610	Skin cells are our friend so lets protect them.//
EBA1415_TWNB_3_SC_ES-04984	R-4-5	611	Sunburn is caused by damage to genetic molecules in skin cells.
EBA1415_TWNB_3_SC_ES-04984	R-5-6	612	Sunburn happens when the body directs blood to skin to try to repair or remove damaged cells.
EBA1415_TWNB_3_SC_ES-04984	O	613	Additional blood flow is the reason skin becomes red.
EBA1415_TWNB_3_SC_ES-04984	R-5-6	614.1	Sunburned skin cells that aren't removed can result in skin cancer.
EBA1415_TWNB_3_SC_ES-04984	R-6-50	614.2	Sunburned skin cells that aren't removed can result in skin cancer.
EBA1415_TWNB_3_SC_ES-04984	R-5-50	615	Suffering just one serious sunburn doubles the chances of developing skin cancer later in life.
EBA1415_TWNB_3_SC_ES-04984	R-5-50	616	Those chances also double if a person has five or more sunburns at any age.
EBA1415_TWNB_3_SC_ES-04984	O	617	Skin is composed of those three layers: The outermost skin layer is the epidermis, the middle skin layer is the dermis, the innermost layer is subcutaneous fat.
EBA1415_TWNB_3_SC_ES-04984	O	618	Melanin is a special pigment produced in the epidermis.
EBA1415_TWNB_3_SC_ES-04984	O	619	Skin cancer is the most common form of cancer in the United States.
EBA1415_TWNB_3_SC_ES-04984	O	620	Skin cancer is the uncontrolled growth of abnormal skin cells.
EBA1415_TWNB_3_SC_ES-04984	O	621	Malignant melanoma is a varieties of skin cancer which only occurs in approximately 5 percent of skin cancer cases.
EBA1415_TWNB_3_SC_ES-04984	O	622	Malignant melanoma is responsible for the most deaths from skin cancer.
EBA1415_TWNB_3_SC_ES-04984	O	623	Together, basal and squamous cell carcinomas make up approximately 95 percent of skin cancer.
EBA1415_TWNB_3_SC_ES-04984	O	624	So malignant melanoma, basal and squamous together make 100% of varieties in skin cancer.//
EBA1415_SEKL_2_SC-06234	R-5-50	625	Leads to differences in the risk of developing skin cancer are sunburn for one example.
EBA1415_SEKL_2_SC-06234	R-5-50	626	As a kid all you need is one sever sunburn and you doubled your chances of having skin cancer.
EBA1415_SEKL_2_SC-06234	R-4-5	627.1	The way sunburn is formed is when you stay in the sun for to long and the sun damages your genetic molecules. /
EBA1415_SEKL_2_SC-06234	R-2-4	627.2	The way sunburn is formed is when you stay in the sun for to long and the sun damages your genetic molecules. /
EBA1415_SEKL_2_SC-06234	R-5-50	628	Skin cancer is the most common cancer in the world just getting sunburn thats all it takes to have your chances being doubled.
EBA1415_SEKL_2_SC-06234	O	629	Skin cancer is the uncontolled growth of abnormal skin cells.
EBA1415_SEKL_2_SC-06234	O	630	When you have skin cancer your skin is going to reproduce irregulary.
EBA1415_SEKL_2_SC-06234	O	631	Most cases of skin cancer are malignant.
EBA1415_SEKL_2_SC-06234	O	632	Not finished //
EBA1415_TFBM_1_SC_ES-05440	R-2-50	633	The cause of skin cancer is primarily from getting too much sun.
EBA1415_TFBM_1_SC_ES-05440	O	634	Getting sun burnt often can ultimately result in getting sun poisoning which leads to infection, shock, and even in extreme cases death.
EBA1415_TFBM_1_SC_ES-05440	R-6-50	635	The cause of skin cancer is when damaged skin cells are not removed.
EBA1415_TFBM_1_SC_ES-05440	R-3-6	636	The primary caused of these damaged skin cells not being removed is UVB radiation.
EBA1415_TFBM_1_SC_ES-05440	R-1-2	637.1	In some areas in the world there is more direct sunlight, so in those places you are more likely to get sunburnt faster.
EBA1415_TFBM_1_SC_ES-05440	R-1-5	637.2	In some areas in the world there is more direct sunlight, so in those places you are more likely to get sunburnt faster.
EBA1415_TFBM_1_SC_ES-05440	O	638	These places are clsoer to the equator, which means it is closer to the center of the earth longitude wise.
EBA1415_TFBM_1_SC_ES-05440	R-5-6	639	Sunburns become red because the body directly sends blood to the skin to repair or remove damaged cells./
EBA1415_TFBM_1_SC_ES-05440	O	640	Getting too much sun can be horrible, even if you feel like you are enjoying the sun, you must understand your skins limits.
EBA1415_TFBM_1_SC_ES-05440	O	641	Skin cancer is the most common cancer, so this must mean it is the easiest to get, so people should realize this a wear sunblock and after a while should get out of the sun.
EBA1415_TFBM_1_SC_ES-05440	O	642	Every time you get a sun burn you become more sensitive to the sun, so as people get older they must be alot more careful.//
EBA1415_TWDG_11_SC_ES-04949	O	643	There are numerous skin disorders, conditions, and diseases.
EBA1415_TWDG_11_SC_ES-04949	O	644	Of these, skin cancer is amoung the mosted feared because everyone is at some risk of developing skin cancer, but some people are at higher risk than others.
EBA1415_TWDG_11_SC_ES-04949	O	645	Additionally, skin cancer is the most common form of cancer in the United States.
EBA1415_TWDG_11_SC_ES-04949	O	646	Skin cancer is the uncontrolled growth of abnormal skin cells.
EBA1415_TWDG_11_SC_ES-04949	O	647	The variety of skin cancer that develops depends on the type of skin cell that reproduces irregularly.
EBA1415_TWDG_11_SC_ES-04949	O	648	The three main are basal cell carcinoma, squamous melanoma, and malignant melanoma.//
EBA1415_BGJD_1_SC_ES-05730_9	O	649	"Skin cancer is the uncontrolled growth of abnormal skin cells.
EBA1415_BGJD_1_SC_ES-05730_9	O	650	The variety of skin cancer that develops depends on the type of skin cell that reproduces irregularly."
EBA1415_BGJD_1_SC_ES-05730_9	O	651	The 3 main types are basal cell carcinoma, squamous cell carcinoma, and malignant melanoma.
EBA1415_BGJD_1_SC_ES-05730_9	R-2-50	652	You can get skin cancer depending on how much sunlight you get.
EBA1415_BGJD_1_SC_ES-05730_9	R-1-2	653	In some locations there are more likely to have moderate to extreme levels of year-round direct sunlight.
EBA1415_BGJD_1_SC_ES-05730_9	R-1-2	654	For example,  Northern third of Australia and the south parts of the U.S. have year-round direct sunlight.
EBA1415_BGJD_1_SC_ES-05730_9	R-2-3	655.1	Sunlight in those areas, the amount of UVb radiation is also high."
EBA1415_BGJD_1_SC_ES-05730_9	R-1-2	655.2	Sunlight in those areas, the amount of UVb radiation is also high."
EBA1415_BGJD_1_SC_ES-05730_9	R-5-50	656	Also sunburn can cause skin cancer.
EBA1415_KYNS_3_SC_ES-5490_9	R-1-50	657	What leads to differences in the risk of developing skin cancer is how close you are to the Equator.
EBA1415_KYNS_3_SC_ES-5490_9	R-1-2	658.1	How close you are to the Equator affects how much direct sunlight shines your area that could raise your risk of getting skin cancer.
EBA1415_KYNS_3_SC_ES-5490_9	R-2-50	658.2	How close you are to the Equator affects how much direct sunlight shines your area that could raise your risk of getting skin cancer.
EBA1415_KYNS_3_SC_ES-5490_9	R-11-50	659	Another factor that affects your risk is how much melanin your body has.
EBA1415_KYNS_3_SC_ES-5490_9	R-11-50	660	Melanin plays an important role to your body because the more of it you have the less of a chance/risk you have to get skin cancer.//
EBA1415_KNKC_3_SC_ES-5600	O	661	"skin cancer is the most common form os cancer in the United States."
EBA1415_KNKC_3_SC_ES-5600	O	662	That's why he must do whatever we can to stop it.
EBA1415_KNKC_3_SC_ES-5600	R-1-50	663.1	Some things that lead to risk of developing skin cancer is where you lve and getting sunburned.
EBA1415_KNKC_3_SC_ES-5600	R-5-50	663.2	Some things that lead to risk of developing skin cancer is where you lve and getting sunburned.
EBA1415_KNKC_3_SC_ES-5600	R-1-2	664.1	It depends where you live because if you live between 23 degrees N and 23 degrees s there's a bigger chance you'll develop skin cancer brcause it is very sunny in that area and that means there's more uvb radiatoin.
EBA1415_KNKC_3_SC_ES-5600	R-3-50	664.2	It depends where you live because if you live between 23 degrees N and 23 degrees s there's a bigger chance you'll develop skin cancer brcause it is very sunny in that area and that means there's more uvb radiatoin.
EBA1415_KNKC_3_SC_ES-5600	R-2-3	664.3	It depends where you live because if you live between 23 degrees N and 23 degrees s there's a bigger chance you'll develop skin cancer brcause it is very sunny in that area and that means there's more uvb radiatoin.
EBA1415_KNKC_3_SC_ES-5600	O	665	Also which can be harmful if you spend too much times outside.
EBA1415_KNKC_3_SC_ES-5600	R-5-50	666	Getting sunburned also lead to risk of developing skin cancer because if it's very severe that can lead to shock and infection or worse can sinerio, death.
EBA1415_KNKC_3_SC_ES-5600	R-5-50	667	In the text it mentions, "suffering just one serious burn in your childhood or adolescence doubles the chances later in life.
EBA1415_KNKC_3_SC_ES-5600	R-5-50	668	These chances also double if a person has five or more sunburns at any age."
EBA1415_KNKC_3_SC_ES-5600	O	669	So make sure you put on your sunscreen!
EBA1415_KNKC_3_SC_ES-5600	R-5-50	670.1	Some things that lead to the risk of developing skin cancer are if you live in a very sunny climate or if you've gotten sunburned more than 5 times or one severely.//
EBA1415_KNKC_3_SC_ES-5600	R-2-50	670.2	Some things that lead to the risk of developing skin cancer are if you live in a very sunny climate or if you've gotten sunburned more than 5 times or one severely.//
EBA1415_KNKC_3_SC_ES-5600	R-1-2	670.3	Some things that lead to the risk of developing skin cancer are if you live in a very sunny climate or if you've gotten sunburned more than 5 times or one severely.//
EBA1415_TWNB_3_SC_ES-05465	O	671	Something's that I have just learned about skin cancer is that first of all on our bodies the largest organs is our skin it protect us from alot of things.
EBA1415_TWNB_3_SC_ES-05465	O	672	and when you have skin cancer you start to devolpe dark patchs and it would be caused by basal cell carcnoma.
EBA1415_TWNB_3_SC_ES-05465	O	673	You really have to take care of your body/skin.
EBA1415_TWNB_3_SC_ES-05465	O	674	Because there are numerous of skin disorders./
EBA1415_TWNB_3_SC_ES-05465	R-4-5	675	I also learned about sunburn, sunburn is caused by damage to genetic molecules in the skin cell.
EBA1415_TWNB_3_SC_ES-05465	R-5-6	676	"Sunburn happens when the body directs blood to skin to try to repair or remove damaged cells".
EBA1415_TWNB_3_SC_ES-05465	R-5-6	677.1	Sunburned skin cells that aren't removed can result in skin cancer they can be cleared away and be placed with new cells but that dosen't always happen, because some sunburns can be that severe that it becomes less likely that theirs nothing you can do about it.
EBA1415_TWNB_3_SC_ES-05465	R-6-50	677.2	Sunburned skin cells that aren't removed can result in skin cancer they can be cleared away and be placed with new cells but that dosen't always happen, because some sunburns can be that severe that it becomes less likely that theirs nothing you can do about it.
EBA1415_TWNB_3_SC_ES-05465	O	678	One researcjh investigat damged skin cells is critical.
EBA1415_TWNB_3_SC_ES-05465	O	679	So the main thing is that you should alwas try to protect/and take care of your skin the best way you can.//
EBA1415_TTKP_4-5_SC_ES-06165	R-5-50	680	Sun burn is an damage to the genetic molecules in the cells and sun burn can cause more problems such as death, skin cancer, or poisoning.
EBA1415_TTKP_4-5_SC_ES-06165	R-5-6	681	Because sun burns are so server that they can happen at any age and it can less likely that all damaged skin cells would be removed.
EBA1415_TTKP_4-5_SC_ES-06165	R-5-50	682	And it also says "Suffering just one serious childhood or adolescence doubles the chances of devolping skin cancer later in life".
EBA1415_TTKP_4-5_SC_ES-06165	R-4-5	683	And skin damage is critical more damage to the genetic molecules that leads to more severe sunburn damage.
EBA1415_TTKP_4-5_SC_ES-06165	O	684	And skin cancer is one of the most feared because someone is at risk of having or developing skin cancer.
EBA1415_TTKP_4-5_SC_ES-06165	O	685	And the only way you'll know if you have skin cancer you'll start to develope dark patches on your body.
EBA1415_TTKP_4-5_SC_ES-06165	O	686	And also there are three main skin cancers.
EBA1415_TTKP_4-5_SC_ES-06165	O	687	One basal cell carcinoma; secondly, squamous cell carcinoma; thirdly, malignant melanoma.
EBA1415_TTKP_4-5_SC_ES-06165	O	688	And together those types of skin cancer can make up approximately 95 percent of skin cancer.
EBA1415_TTKP_4-5_SC_ES-06165	O	689	And the deadly skin cancer is an malignant melanoma is responsible for death.//
EBA1415_BLRW_3_SC_ES-05171	O	690	Skin cancer can be really deadly.
EBA1415_BLRW_3_SC_ES-05171	O	691	And there are 3 types of skin cancer basal cell carcinoma, squamous cell carcinoma, and malignant melanoma.
EBA1415_BLRW_3_SC_ES-05171	R-5-50	692	The people that live closer to the the equator have to be aware of the damage of the sun cause the sunburn could cause skin cancer.
