File	Relation	SNum	Sentence
EBA1415_SVJJ_2_CB_ES-05611	O	1396	This is a serious problem with a serious impact on the worlds coral reef. /
EBA1415_SVJJ_2_CB_ES-05611	O	1397	Theres been alot of coral bleaching since 1980 to 2006.
EBA1415_SVJJ_2_CB_ES-05611	O	1398	The highes was 1998 it was about 75 reporting coral bleaching.
EBA1415_SVJJ_2_CB_ES-05611	O	1399	The coral bleaching in the pacific ocean.
EBA1415_SVJJ_2_CB_ES-05611	O	1400	In the source "What is coral bleaching?" it says "As can be seen in Figure 2, coral bleaching is most noticeable in the pacific ocean."
EBA1415_SVJJ_2_CB_ES-05611	O	1401	So there more coral bleaching in the pacific ocean than other ocean. /
EBA1415_SVJJ_2_CB_ES-05611	O	1402	Coral are threatened by extreme storms.
EBA1415_SVJJ_2_CB_ES-05611	O	1403	They also need water, to be tempeture 70-85 degree F but the photosynthesis is sensitive in change in water temperature.
EBA1415_SVJJ_2_CB_ES-05611	O	1404	This causes to delicate balance needed to keep corals healthy.  //
EBA1415_BLRW_3_CB_ES-05178	O	1405	Coral can be a beautiful thing to see while you are underwater.
EBA1415_BLRW_3_CB_ES-05178	O	1406	There are many reasons why coral bleaching takes place everywhere in the ocean.
EBA1415_BLRW_3_CB_ES-05178	O	1407	Three main reasons stuck out to me though, trade winds, amount of Co2 and water temperature, and the use of the reef.
EBA1415_BLRW_3_CB_ES-05178	O	1408	Coral is an animal and we need to start protecting it./
EBA1415_BLRW_3_CB_ES-05178	O	1409	Many times people try to do thing that we can't fix, trade winds is one of those.
EBA1415_BLRW_3_CB_ES-05178	O	1410	Trade winds is extremly important because it moves water all over the ocean.
EBA1415_BLRW_3_CB_ES-05178	R-2-3	1411	In the article "Shifting Trade Winds", "normal water temperature in these regions is 70-80oF; however when surface waters shift eastward ocean water temperatures increase by 3oF to 5oF."
EBA1415_BLRW_3_CB_ES-05178	O	1412	This can be really bad for coral because it needs Co2 to live.
EBA1415_BLRW_3_CB_ES-05178	R-3-4	1413	There is less Co2 in the air when it is warmer water.
EBA1415_BLRW_3_CB_ES-05178	O	1414	Every few years the tides switch so you never know what you're going to get./
EBA1415_BLRW_3_CB_ES-05178	O	1415	As I said earlier, the amount of Co2 plays a huge role in whether coral will bleach or not.
EBA1415_BLRW_3_CB_ES-05178	O	1416	The coral does some thing called photosynthesis the polyyps, which make up coral, have alge living inside of them, and need it to live.
EBA1415_BLRW_3_CB_ES-05178	O	1417	The algae uses water and Co2 to make sugar and oxygen.
EBA1415_BLRW_3_CB_ES-05178	R-4-5	1418.1	As long as there is enough sunlight and a normal amount of Co2, photosynthesis will be done and Algae and then polyyps will live. "It the amount of Co2 is lower then normal, it can be a problem for the coral."
EBA1415_BLRW_3_CB_ES-05178	R-4-50	1418.2	As long as there is enough sunlight and a normal amount of Co2, photosynthesis will be done and Algae and then polyyps will live. "It the amount of Co2 is lower then normal, it can be a problem for the coral."
EBA1415_BLRW_3_CB_ES-05178	O	1419	States the article "Coral and Photosynthesis."
EBA1415_BLRW_3_CB_ES-05178	R-5-50	1420	The rate of bleeching is also affected by photosynthesis./
EBA1415_BLRW_3_CB_ES-05178	O	1421	The final way coral bleaching is changing is use of the reef.
EBA1415_BLRW_3_CB_ES-05178	O	1422	Reefs do not really get used but, outside things damage it if it is used too much.//
EBA1415_BLRW_3_CB_ES-05178	O	1423	DID NOT FINISH
EBA1415_TWNB_3_CB_ES-04983	O	1424	What leads to differences in the rates of coral bleaching are that the algae rely's on the coral to stay healthy.
EBA1415_TWNB_3_CB_ES-04983	O	1425	In 1998 number of countries reporting coral bleaching was severe.
EBA1415_TWNB_3_CB_ES-04983	O	1426	Coral is mostly mistaken for rocks or for plants.
EBA1415_TWNB_3_CB_ES-04983	O	1427	Scientist estimate that corals recieve 50% to 95% of their energy from the process.
EBA1415_TWNB_3_CB_ES-04983	O	1428	Corals are sensitive to the ocean water or how salty the water is.
EBA1415_TWNB_3_CB_ES-04983	O	1429	Corals live in colonies that are made up of many polyps.
EBA1415_TWNB_3_CB_ES-04983	O	1430	There are may different type of corals living in the ocean.
EBA1415_TWNB_3_CB_ES-04983	O	1431	Coral bleaching is in mostly the Pacific Ocean. //
EBA1415_BLHT_6_CB_ES-05312	O	1432	What leads to differences in the rates of coral bleaching is that if you bleach a coral it loses it's color and it isn't healthy anymore.
EBA1415_BLHT_6_CB_ES-05312	O	1433	And its rare to so a bleached coral that is still healthy because once you bleach it, it becomes unhealthy/the coral dies.
EBA1415_BLHT_6_CB_ES-05312	O	1434	The Pacific Ocean has lots of coral and because of the coral bleaching it affects costal regions.
EBA1415_BLHT_6_CB_ES-05312	O	1435	"Coral is often mistaken for a rock or a plant but coral's are living things they are made up of tiny animals called polyps."
EBA1415_BLHT_6_CB_ES-05312	O	1436	"Corals are only found in clear, shallow, tropical  waters."
EBA1415_BLHT_6_CB_ES-05312	O	1437	"This is because algae, called zooxanthellae, live in the coral tissue and need light for the process of photosynthesis"
EBA1415_BLHT_6_CB_ES-05312	O	1438	When a coral is bleached it turns white and it is not healthy.
EBA1415_BLHT_6_CB_ES-05312	R-7-50	1439	It turns white due to the ejection or death of the zooxanthellae.
EBA1415_BLHT_6_CB_ES-05312	O	1440	Bleaching the corals kills 16% of the world's coral reefs.//
EBA1415post_TWDG_11_CB_ES-05850	O	1441	Coral is often found in clear, shallow, tropical waters.
EBA1415post_TWDG_11_CB_ES-05850	O	1442	It's partly because algae, called zooxanthellae, live in the coral tissues and need light for the process of photosynthesis.
EBA1415post_TWDG_11_CB_ES-05850	R-4-5	1443	During photosynthesis, zooxanthelle use energy from sunlight to combine Carbon Dioxide (Co2) in the ocean with water (H2O).
EBA1415post_TWDG_11_CB_ES-05850	O	1444	As it is occuring, carbon is pass from the algae to the coral in the form of glucose (sugar).
EBA1415post_TWDG_11_CB_ES-05850	R-4-5	1445.1	As long as there is enough sunlight and a normal amount of Co2, the algae will undergo photosynthesis.
EBA1415post_TWDG_11_CB_ES-05850	R-5-5B	1445.2	As long as there is enough sunlight and a normal amount of Co2, the algae will undergo photosynthesis.
EBA1415post_TWDG_11_CB_ES-05850	R-5-5B	1446	It's important because the chemicals the algae make provide the coral with the energy it needs to survive.//
EBA1415_ERAP_7_CB_ES-05464	O	1447	Coral bleaching is never a thing I would've heard or thought of because I live in the city.
EBA1415_ERAP_7_CB_ES-05464	O	1448	But there is a reason I am bringing this simple yet exquisite title to you it is because the coral bleaching.
EBA1415_ERAP_7_CB_ES-05464	R-1-50	1449	Coral bleaching is when coral reefs loose their color and turn white.
EBA1415_ERAP_7_CB_ES-05464	R-1-50	1450	The two main reason for this phenomena is trade winds and coral reefs and photosynthesis. /
EBA1415_ERAP_7_CB_ES-05464	O	1451	Trade winds were originally used in the 1800's to guide boats in navigation and later also proved to be important in trade.
EBA1415_ERAP_7_CB_ES-05464	O	1452	But aside from that trade winds move water from east to west.
EBA1415_ERAP_7_CB_ES-05464	O	1453	Which can cause climate to change in the world.
EBA1415_ERAP_7_CB_ES-05464	R-3-50	1454.1	In 1998 due to the high water temps and the low or weaker trade winds it caused a record high in coral bleaching. /
EBA1415_ERAP_7_CB_ES-05464	R-1-50	1454.2	In 1998 due to the high water temps and the low or weaker trade winds it caused a record high in coral bleaching. /
EBA1415_ERAP_7_CB_ES-05464	O	1455	Coral and photosynthesis is very important because both can cause coral bleaching.
EBA1415_ERAP_7_CB_ES-05464	R-5-5B	1456	If the algae doesn't undergo photosynthesis.
EBA1415_ERAP_7_CB_ES-05464	R-5B-7	1457.1	the coral will not the chemical from the algae it will need to survive.
EBA1415_ERAP_7_CB_ES-05464	R-5-5B	1457.2	the coral will not the chemical from the algae it will need to survive.
EBA1415_ERAP_7_CB_ES-05464	R-5B-7	1458.1	So the algae dies.
EBA1415_ERAP_7_CB_ES-05464	R-7-50	1458.2	So the algae dies.
EBA1415_ERAP_7_CB_ES-05464	O	1459	Also the tempature of the water needs to be between 70-85 degrees F because photosynthesis is sensitive to the changes of water tempature. /
EBA1415_ERAP_7_CB_ES-05464	R-7-50	1460	So to me these are the main reasons coral bleaching is happening.
EBA1415_ERAP_7_CB_ES-05464	O	1461	How can we prevent this?  //
EBA1415_RCGJ_5_CB_ES-04685	O	1462	Coral bleaching is 1/3 % of the entire globe and contains double the amount of water found in the Atlantic Ocean.
EBA1415_RCGJ_5_CB_ES-04685	O	1463	Upwilling in the eastern Pacific causes surface water to colder than those in the western Pacific.
EBA1415_RCGJ_5_CB_ES-04685	O	1464	Coral is often mistaken for rock or plant. //
EBA1415_HNJD_6_CB_ES-5955	O	1465	Coral bleaching is bleaching starts when the coral loses its color.
EBA1415_HNJD_6_CB_ES-5955	O	1466	Then the coral has a big problem with a serious impact on the world's coral reef.
EBA1415_HNJD_6_CB_ES-5955	R-14-50	1467.1	Coral bleaching is one example of how environmental stressors can negatively affect the balanced relationship between the coral and zooxanthellae.
EBA1415_HNJD_6_CB_ES-5955	R-6-14	1467.2	Coral bleaching is one example of how environmental stressors can negatively affect the balanced relationship between the coral and zooxanthellae.
EBA1415_HNJD_6_CB_ES-5955	R-7-50	1468	During bleaching, corals turn white due to the ejection or death of the zooxanthellae alge.
EBA1415_HNJD_6_CB_ES-5955	O	1469	By changes in there environment that put stress on coral.
EBA1415_HNJD_6_CB_ES-5955	R-6-7	1470	This is because increased stress on coral from the environment forces the coral to eject their food-producing alge.//
EBA1415_SEKL_1_CB_ES-04812	O	1471	Coral bleaching is when coral turns white and eventually dies.
EBA1415_SEKL_1_CB_ES-04812	O	1472	Coral is very important to the ecosystem, it provides a home for fish, or protection for algae.
EBA1415_SEKL_1_CB_ES-04812	R-7-50	1473	Coral bleaching is caused when the algae is gone.
EBA1415_SEKL_1_CB_ES-04812	O	1474	Coral and algae work together for survival.  /
EBA1415_SEKL_1_CB_ES-04812	O	1475	Algae is a plant and uses sun light for photosynthesis.
EBA1415_SEKL_1_CB_ES-04812	O	1476	When the algae gets sunlight, it makes a form of sugars and oxygen.
EBA1415_SEKL_1_CB_ES-04812	O	1477	The algae then passes carbon down to the coral in the form of Glucose.
EBA1415_SEKL_1_CB_ES-04812	O	1478	In return, the coral provides some protection.
EBA1415_SEKL_1_CB_ES-04812	O	1479	In some cases, the coral is extremely important because if algae were on it's own, it wouldn't find enough nutrients to provide for its self. /
EBA1415_SEKL_1_CB_ES-04812	O	1480	Trade winds are also very important.
EBA1415_SEKL_1_CB_ES-04812	O	1481	It can pool in extra water making the coral further under the surface, so the algae doesn't get enough light for photosynthesis.
EBA1415_SEKL_1_CB_ES-04812	R-5-50	1482.1	Without being able to perform Photosynthesis, the algae can't help the coral, so it will die, and in turn the Algae will die.
EBA1415_SEKL_1_CB_ES-04812	R-7-50	1482.2	Without being able to perform Photosynthesis, the algae can't help the coral, so it will die, and in turn the Algae will die.
EBA1415_SEKL_1_CB_ES-04812	O	1483	Algae is important because small fish eat it, then bigger fish eat the smaller ones and so on and so on.
EBA1415_SEKL_1_CB_ES-04812	O	1484	Without fish, the oceans would just get more polluted.
EBA1415_SEKL_1_CB_ES-04812	O	1485	Therefore, if coral were to die, it could mess up the whole underwater ecosystem.  //
EBA1415_KYNS_3_CB_ES-05380	O	1486	There are many factor that cause coral bleaching.
EBA1415_KYNS_3_CB_ES-05380	O	1487	These different factor might have different rates of affecting corals
EBA1415_KYNS_3_CB_ES-05380	R-6-7	1488	One is enviornment change that cause stress on coral.
EBA1415_KYNS_3_CB_ES-05380	R-6-7	1489	This will cause coral to eject their food-producing algae to relive stress.
EBA1415_KYNS_3_CB_ES-05380	R-7-50	1490	This cause the coral to turn white because of the death of the zooxanthallae.
EBA1415_KYNS_3_CB_ES-05380	O	1491	Enviornmental factor can lead coral bleaching at different rates.
EBA1415_KYNS_3_CB_ES-05380	R-11-12	1492.1	Each year the weather is not the same so it can cause storm to let fresh water rate coral reefs affect them.
EBA1415_KYNS_3_CB_ES-05380	R-12-50	1492.2	Each year the weather is not the same so it can cause storm to let fresh water rate coral reefs affect them.
EBA1415_KYNS_3_CB_ES-05380	R-12-50	1493	Causing coral bleaching different.
EBA1415_KYNS_3_CB_ES-05380	O	1494	In the graph it show years and the number of reports coral bleaching than others.
EBA1415_KYNS_3_CB_ES-05380	O	1495	Sunlight can also be a factor because coral need photosynthesis to survive.
EBA1415_KYNS_3_CB_ES-05380	R-5B-50	1496.1	It is 50-95 percent of their energy intake so the less energy easier for it to die and turn white. //
EBA1415_KYNS_3_CB_ES-05380	R-50-50	1496.2	It is 50-95 percent of their energy intake so the less energy easier for it to die and turn white. //
EBA1415_LRBL_3_CB_ES-05152	O	1497	Coral bleaching is when a invertebrate animal that lives in the ocean loses its color.
EBA1415_LRBL_3_CB_ES-05152	O	1498	It goes from a color like red to plain white.
EBA1415_LRBL_3_CB_ES-05152	O	1499	Coral bleaching happens more in the pacific ocean.
EBA1415_LRBL_3_CB_ES-05152	R-3-50	1500	coral might be losing its color because of the weather or temperature./
EBA1415_LRBL_3_CB_ES-05152	O	1501	The year 1998 was the year with the most coral bleaching reports about 72 reports that year.//
EBA1415_LRBL_3_CB_ES-05152	O	1502	Not finish
EBA1415_TRKM_1_CB_ES-05025	O	1503	No essay.
EBA1415_WSKT_1_CB_ES-05315	O	1504	Coral bleaching is a phenomenon on which coral loses its color.
EBA1415_WSKT_1_CB_ES-05315	R-1-50	1505	Coral bleaching is most common in the Pacific Ocean.
EBA1415_WSKT_1_CB_ES-05315	R-1-50	1506	It is caused by shifting trade winds.
EBA1415_WSKT_1_CB_ES-05315	O	1507	Over the years the amount of severety of coral bleaching has gone up and down.
EBA1415_WSKT_1_CB_ES-05315	O	1508	Corals rely on Zooxanthallae to keep them healthy.  /
EBA1415_WSKT_1_CB_ES-05315	O	1509	Trade winds used to guide boats that would trade merchandise with other countries.
EBA1415_WSKT_1_CB_ES-05315	O	1510	But, every few years the trade winds change.
EBA1415_WSKT_1_CB_ES-05315	R-1-2	1511	They blow from west to east instead of east to west.
EBA1415_WSKT_1_CB_ES-05315	R-1-2	1512	Causing warm water to be dragged to South America.
EBA1415_WSKT_1_CB_ES-05315	O	1513	This always rises the sea levels up to a foot.
EBA1415_WSKT_1_CB_ES-05315	O	1514	The warm water causes a major shift in the climate.  /
EBA1415_WSKT_1_CB_ES-05315	O	1515	Coral bleaching reports have changed throughout the years.
EBA1415_WSKT_1_CB_ES-05315	O	1516	In the past 26 years, the reports of coral bleaching has drastically increased and decreased.
EBA1415_WSKT_1_CB_ES-05315	O	1517	In 1987, the trade winds changed directions and the number of reported corals bleaching turned again and the amount of countries noticing coral bleaching went up by almost 60.
EBA1415_WSKT_1_CB_ES-05315	O	1518	From 1998-2006 the amount of coral bleaching was significantly higher than the amount of coral bleaching in 1980-1997.  /
EBA1415_WSKT_1_CB_ES-05315	O	1519	Zooxanthallae helps keep coral healthy.
EBA1415_WSKT_1_CB_ES-05315	O	1520	They have a symbiotic relationship.
EBA1415_WSKT_1_CB_ES-05315	O	1521	Many Zooxanthalle cannot live outside of a coral's body.
EBA1415_WSKT_1_CB_ES-05315	O	1522	The coral provides such nutrient for the algae and in return the algae pass on food to the coral.
EBA1415_WSKT_1_CB_ES-05315	O	1523	The zooxanthelle rely on coral to stay healthy but with anchors and people, the reefs are destroyed.
EBA1415_WSKT_1_CB_ES-05315	R-6-7	1524	The enviromental stress causes the coral to eject the zooxanthelle.
EBA1415_WSKT_1_CB_ES-05315	R-7-50	1525	Because the corals don't have algae they turn white and become vulnerable to disease and starvation.  /
EBA1415_WSKT_1_CB_ES-05315	R-7-50	1526.1	Corals turn white because of coral bleaching.
EBA1415_WSKT_1_CB_ES-05315	R-1-50	1526.2	Corals turn white because of coral bleaching.
EBA1415_WSKT_1_CB_ES-05315	R-7-50	1527.1	It is caused by shifting trade winds, and the zooxanthelle deprivation.
EBA1415_WSKT_1_CB_ES-05315	R-1-50	1527.2	It is caused by shifting trade winds, and the zooxanthelle deprivation.
EBA1415_WSKT_1_CB_ES-05315	O	1528	Because of this, the amount of corals has gone up and down.
EBA1415_WSKT_1_CB_ES-05315	O	1529	For all we know we won't see corrals in the future years due to all the enviromental change and human interaction.  //
EBA1415_RDCSa_1_CB_ES-05450	O	1530	They're so many different colors of corals in the ocean.
EBA1415_RDCSa_1_CB_ES-05450	O	1531	The corals live in colonies.
EBA1415_RDCSa_1_CB_ES-05450	O	1532	They also tend to stay in one place. //
EBA1415_AEKD_5_CB_ES-05579	O	1533	I read over marine biology and has been discovered that there are many different types of corals that live in the ocean that live close to the animals and loses their color./
EBA1415_AEKD_5_CB_ES-05579	O	1534	Change in climate. 
EBA1415_AEKD_5_CB_ES-05579	O	1535	It's about when the wind changes direction and affects the world and ocean./
EBA1415_AEKD_5_CB_ES-05579	O	1536	Shifting trade winds
EBA1415_AEKD_5_CB_ES-05579	O	1537	Trade winds were originally used to guide boat navigation and were later recognized as bien important for merchant trading in the 188's./
EBA1415_AEKD_5_CB_ES-05579	O	1538	Coral & Photosynthesis 
EBA1415_AEKD_5_CB_ES-05579	O	1539	Coral is often mistaken for a rock or plant However, it is really made up of tiny animals called polyps.
EBA1415_AEKD_5_CB_ES-05579	O	1540	A coral polyps range in size fom tiny (the size of a pinhead) up to a foot in diameter./
EBA1415_AEKD_5_CB_ES-05579	O	1541	Coral and Zooanthallae
EBA1415_AEKD_5_CB_ES-05579	O	1542	Coral and zooxanthallae algae have a symbiotic relationship. 
EBA1415_AEKD_5_CB_ES-05579	O	1543	This means that they both benefit from their relationship with each other. 
EBA1415_AEKD_5_CB_ES-05579	O	1544	In fact most zooxanthallae cannot live outside of the coral animals body./
EBA1415_AEKD_5_CB_ES-05579	O	1545	The algae rely on the coral to stay healthy but corals can sustain physical damage from some destructive practices.
EBA1415_AEKD_5_CB_ES-05579	O	1546	Examples of this include blast fishing and tourists who drop anchors or walk on reefs./
EBA1415_AEKD_5_CB_ES-05579	O	1547	Coral bleaching (figure 7 shows bleached and healthy coral) is one example of how environmental stressors can negatively affect the balanced relasidnship between are coral and zooanthallae algae (see figure). //
EBA1415_WSAL_2_CB_ES-05360	O	1548	Coral bleaching can lead to death for the coral.
EBA1415_WSAL_2_CB_ES-05360	O	1549	In 1998, 16% of the world's coral reefs coral reefs died because of the ejection or death of the zooxanthallae.
EBA1415_WSAL_2_CB_ES-05360	O	1550	The algae rely on the coral to be healthy, but the corals can have physical damage.
EBA1415_WSAL_2_CB_ES-05360	O	1551	The most dangerous threats are caused by stress out on corals due to changes in the environment.
EBA1415_WSAL_2_CB_ES-05360	R-6-7	1552	Because the coral is stressed, its forced to eject their food-producing algae.
EBA1415_WSAL_2_CB_ES-05360	R-7-50	1553	The coral turns white because of ejection/death of the zooxantheallae algae.
EBA1415_WSAL_2_CB_ES-05360	O	1554	During the bleaching event, coral is made vulnerable to disease and starvation.
EBA1415_WSAL_2_CB_ES-05360	O	1555	When some dying coral reefs recover, many don't which came to the death of 16% of the world's coral reefs in 1998.  //
EBA1415_TTFW_1_CB_ES-06177	O	1556	Coral bleaching is a phenomenon in which the coral loses its color.
EBA1415_TTFW_1_CB_ES-06177	R-6-7	1557	The most dangerous threats to the coral is those that are caused by the environment that put stress on the coral.
EBA1415_TTFW_1_CB_ES-06177	R-6-7	1558	From the enviroment forces the coral to eject their food-producing algae.
EBA1415_TTFW_1_CB_ES-06177	R-7-50	1559	Then during bleaching the coral turns white due to the ejection of their food or do to death of the zooxanthellae algae.
EBA1415_TTFW_1_CB_ES-06177	O	1560	In 1998 was the year of the worst bleaching event ever.
EBA1415_TTFW_1_CB_ES-06177	O	1561	This event resulted in the death of 168 of the world's coral reefs.//
EBA1415_SVJJ_1_CB_ES-05629	O	1562	Environmental change can affect lot of things.
EBA1415_SVJJ_1_CB_ES-05629	O	1563	One thing it affects it coral.
EBA1415_SVJJ_1_CB_ES-05629	O	1564	For coral to maintain their color they have to work together with algae called zooxanthallae.
EBA1415_SVJJ_1_CB_ES-05629	O	1565	Sometimes certain enviromental stress can threaten their relationship.
EBA1415_SVJJ_1_CB_ES-05629	O	1566	Zooxanthallae need light do photosynthesis.
EBA1415_SVJJ_1_CB_ES-05629	R-4-5B	1567	Zooxanthallae uses energy from sun to cobmien Co2 and H20; the comination results in sugars and oxygen.
EBA1415_SVJJ_1_CB_ES-05629	R-3-5	1568	Corals need water temperatures between 70-85oF because the process of photosynthesis to changes in water.
EBA1415_SVJJ_1_CB_ES-05629	R-11-13	1569.1	If there is excessive rainfall it causes the salinity of ocean water to drop and corals need salt water.
EBA1415_SVJJ_1_CB_ES-05629	R-13-50	1569.2	If there is excessive rainfall it causes the salinity of ocean water to drop and corals need salt water.
EBA1415_SVJJ_1_CB_ES-05629	R-13-50	1570	Because of these enviromental changes it causes corals to bleach.
EBA1415_SVJJ_1_CB_ES-05629	R-1-2	1571.1	Also, when there is high wind it causes water shift from one place to another, which can cause to rise the temperature of water and corals need delicate balance to stay healthy.//
EBA1415_SVJJ_1_CB_ES-05629	R-2-3	1571.2	Also, when there is high wind it causes water shift from one place to another, which can cause to rise the temperature of water and corals need delicate balance to stay healthy.//
EBA1415_KYNS_3_CB_ES-05384	O	1572	A coral is a living thing that lives in the ocean, it's known for their bright color.
EBA1415_KYNS_3_CB_ES-05384	O	1573	The reason why they call it coral bleaching is because when it's bleached it loses it's color and becomes plain white stated in the article "Background: What is "Coral Bleaching"."
EBA1415_KYNS_3_CB_ES-05384	O	1574	They're different explanations to what leads to differences in the rates of coral bleaching.
EBA1415_KYNS_3_CB_ES-05384	O	1575	One of these reasons is due to the trade wind happening in the ocean.
EBA1415_KYNS_3_CB_ES-05384	R-1-3	1576	When the trade winds reverse it cause the water tempature to change.
EBA1415_KYNS_3_CB_ES-05384	O	1577	Due to this movement regions start to swell causing the sea-levels to rise.
EBA1415_KYNS_3_CB_ES-05384	O	1578	The article "Shifting Trade Winds" it states that it's more affected in the Pacific Ocean.
EBA1415_KYNS_3_CB_ES-05384	O	1579	As stated in the article "What is Coral Bleaching" saying that the Pacific Ocean is where coral bleaching is more done.
EBA1415_KYNS_3_CB_ES-05384	O	1580	Another reason that explains the rate of coral bleaching is the zooxanthellage which has a symbiotic relationship with coral.
EBA1415_KYNS_3_CB_ES-05384	O	1581	When the coral happens to be bleached the zooxanthellae gets affected and makes the coral die easiet since it is a living thing, based inthe article "Coral and Zooxanthellae." //
EBA1415_AEKD_5_CB_ES-05586	O	1582	What leads to differences in the rates of coral bleaching./
EBA1415_AEKD_5_CB_ES-05586	O	1583	Some differences will start unnoticebly, like some consumers of Coral Reef, they (fishes/consumers,) will starve to death because those consumers is all they eat. 
EBA1415_AEKD_5_CB_ES-05586	O	1584	Then the other, consumers will have trouble finding or eating their food due to lack of energy. 
EBA1415_AEKD_5_CB_ES-05586	O	1585	It will then become a slight problem to larger consumers because they can't find food.
EBA1415_AEKD_5_CB_ES-05586	O	1586	Like fisherman, they find fishes to consume and if they can't find fishes, other consumers starve.
EBA1415_AEKD_5_CB_ES-05586	O	1587	Producers (things that create food using sunlight like coral reef) will be eaten more quickly than produce dealing more food for itself and others. 
EBA1415_AEKD_5_CB_ES-05586	O	1588	Once the producers in the ocean die out, there will be less food for everyone in the entire world.
EBA1415_AEKD_5_CB_ES-05586	O	1589	It will be notice and plenty of differences in food will be made.
EBA1415_AEKD_5_CB_ES-05586	O	1590	If the coral reef die out, large changes in the world would be notice like some fishes dieing out (extinct) and we would even have less food to produce due to extintion of an animal. 
EBA1415_AEKD_5_CB_ES-05586	O	1591	This leads a big difference in coral bleaching, soon, we will loose a producer that creates food/energy for animals./
EBA1415_AEKD_5_CB_ES-05586	O	1592	In conclusion, the differece in the rates of coral bleaching can cause by food production and exintion of animals.//
EBA1415_TTCM_910_CB_ES-06148	O	1593	When the color of coral is washed off from the water it turns white and then it is reffered to as "bleached".
EBA1415_TTCM_910_CB_ES-06148	O	1594	When coral is bleached it continues to be bleached.
EBA1415_TTCM_910_CB_ES-06148	O	1595	This makes coral vulnerable to disease and starvation.
EBA1415_TTCM_910_CB_ES-06148	O	1596	Sometimes the coral grow algae and the algae is supposed to keep the coral from dying.
EBA1415_TTCM_910_CB_ES-06148	O	1597	The color that coral has is called zooxanthella.
EBA1415_TTCM_910_CB_ES-06148	R-50-7	1598	When the coral is bleached the zooxanthella dies out.
EBA1415_TTCM_910_CB_ES-06148	O	1599	Some corals do recover from this, and some do not because of bad conditions.
EBA1415_TTCM_910_CB_ES-06148	O	1600	If coral dies out then algae will not have a nutrient rich enviornment anymore.
EBA1415post_TWMD_67_CB_ES-05003	O	1601	Coral bleaching is the loss of color of coral beneath the ocean.
EBA1415post_TWMD_67_CB_ES-05003	O	1602	Coral are found in mostly the Pacific oceans and can range from very small to large plant-like creatures.
EBA1415post_TWMD_67_CB_ES-05003	O	1603	As coral bleaching is thought to have started frin a karge desription process called upwelling Trade Winds causes this process to be effective as it departs warm water to the west and leaves the other parts of the Pacific Ocean to become colder.
EBA1415post_TWMD_67_CB_ES-05003	O	1604	As this process proceeds temperatures that radiate from about 70-80oF increase over 3 to 5oF.
EBA1415post_TWMD_67_CB_ES-05003	O	1605	These changes effect the world's climate and substitutes an unhealthy environment for underwater organisms.
EBA1415post_TWMD_67_CB_ES-05003	O	1606	As the ocean is their natural habitat.
EBA1415post_TWMD_67_CB_ES-05003	O	1607	These harmful attributes such as climate change proceed to ascend as coral and other organisms begin to lose their vibrancy.
EBA1415post_TWMD_67_CB_ES-05003	O	1608	The loss of color to Coral.
EBA1415post_TWMD_67_CB_ES-05003	O	1609	As the article states is the blockage of process called photosynthesis-photosynthesis is a process of plants or plantlike organisms that recieve direct sunlight in order to remain in balance however.
EBA1415post_TWMD_67_CB_ES-05003	O	1610	Declining rates of temperature as temperature is also increased.
EBA1415post_TWMD_67_CB_ES-05003	O	1611	The process of photosynthesis is very sensitive to climate change.
EBA1415post_TWMD_67_CB_ES-05003	O	1612	This alone changes the amount of carbon dioxide that is required for the coral to maintain its nurishment in growth.
EBA1415post_TWMD_67_CB_ES-05003	O	1613	That proceeds to make the organism healthy.//
EBA1415post_TWMD_67_CB_ES-05003	O	1614	Not Enough Time
EBA1415_SWSP_4_CB_ES-04861	R-7-50	1615.1	What leads to differences in the rates of coral bleaching are Shifting trade winds, and wether the plant has zooxanthallae.
EBA1415_SWSP_4_CB_ES-04861	R-1-50	1615.2	What leads to differences in the rates of coral bleaching are Shifting trade winds, and wether the plant has zooxanthallae.
EBA1415_SWSP_4_CB_ES-04861	R-1-50	1616	These are the reason of diffarance in the rates of cloral bleaching in the rates of cloral bleaching because according to wattsupwiththat.com, When trade winds are weak the corals that are bleached are effected.
EBA1415_SWSP_4_CB_ES-04861	O	1617	News.national.geographic.com says its because zooxanthallae, they give the coral part of the food they make and their color.
EBA1415_SWSP_4_CB_ES-04861	O	1618	Well zooxanthallae need sunlight to make food using photosynthesis.
EBA1415_SWSP_4_CB_ES-04861	R-3-4	1619.1	Part of what leads to coral bleaching is that they need sunlight and the right amount of CO2, so if the temperature of water increases the amount of CO2 decreases too and the zooxanthallae die and the coral doesn't get food either and since the zooxanthallae gives it its color but is now dead.
EBA1415_SWSP_4_CB_ES-04861	R-4-7	1619.2	Part of what leads to coral bleaching is that they need sunlight and the right amount of CO2, so if the temperature of water increases the amount of CO2 decreases too and the zooxanthallae die and the coral doesn't get food either and since the zooxanthallae gives it its color but is now dead.
EBA1415_SWSP_4_CB_ES-04861	R-7-50	1619.3	Part of what leads to coral bleaching is that they need sunlight and the right amount of CO2, so if the temperature of water increases the amount of CO2 decreases too and the zooxanthallae die and the coral doesn't get food either and since the zooxanthallae gives it its color but is now dead.
EBA1415_SWSP_4_CB_ES-04861	R-7-50	1620	The coral is now bleached, without color.  //
