File	Relation	SNum	Sentence
EBA1415_RDCS_2_CB-04710	R-4-14	556	This also shows that the change in the amount of carbon dioxide threaten the balance required to keep corals healthy. //
EBA1415_TRWH_89_CB_ES-06080	O	557	Marine biologists have discovered many differenent types of corals living in the ocean.
EBA1415_TRWH_89_CB_ES-06080	O	558	Some coral have been bleaching or bleached are white.
EBA1415_TRWH_89_CB_ES-06080	O	559	Coral bleaching is a phenomenon in which coral loses it's color.
EBA1415_TRWH_89_CB_ES-06080	O	560	But in other word, what leads to difference in the rates of coral bleaching./
EBA1415_TRWH_89_CB_ES-06080	O	561	Coral Bleaching is most noticeable in the Pacific Ocean.
EBA1415_TRWH_89_CB_ES-06080	O	562	The ocean covers about 1/3 of the surface also the entire globe.
EBA1415_TRWH_89_CB_ES-06080	O	563	This doubles the amount of water found in the Atlantic Ocean.
EBA1415_TRWH_89_CB_ES-06080	O	564	Trade were originally used to guide boat navigation and were later recognized as being important for merchant trading in the 1800s.
EBA1415_TRWH_89_CB_ES-06080	O	565	Pacific trade winds travel from east to west./
EBA1415_TRWH_89_CB_ES-06080	O	566	Every few year, trade winds are altered.
EBA1415_TRWH_89_CB_ES-06080	R-1-2	567	The trade winds weaken or reverse direction completely to blow from west to east under these circumstance warm surface water are dragged eastward towards South American./
EBA1415_TRWH_89_CB_ES-06080	O	568	Coral is often mikstaken for a rock or plant.
EBA1415_TRWH_89_CB_ES-06080	O	569	It's really made up of tiny animal called polyps.
EBA1415_TRWH_89_CB_ES-06080	O	570	Scientist estimate the corals receive 50% to 95% of their energy from this process.
EBA1415_TRWH_89_CB_ES-06080	O	571	This balance can also be threatened by extreme storms.
EBA1415_TRWH_89_CB_ES-06080	O	572	coral are sensitive to the Ocean Salinity./
EBA1415_TRWH_89_CB_ES-06080	O	573	The algae rely on the coral to stay healthy but coral can substain physical damage from some destructive practice.
EBA1415_TRWH_89_CB_ES-06080	O	574	The most dangerous threats to the health of coral are those that are caused by change in their environment that put stress on coral.
EBA1415_TRWH_89_CB_ES-06080	O	575	A massive coral bleaching event in 1998 is considered one of the worst ere observed.
EBA1415_TRWH_89_CB_ES-06080	O	576	This event resulted in the death of 16% of the world's coral reefs.//
EBA1415_TFMV_3_CB_ES-05845	O	577	No essay
EBA1415_RCGJ_4a_CB_ES-04678	O	578	Coral bleaching is a phenomenon in which a coral loses it's color.
EBA1415_RCGJ_4a_CB_ES-04678	O	579	Coral bleaching is very easy to see in the Pacific Ocean.
EBA1415_RCGJ_4a_CB_ES-04678	O	580	The phenomenon of Shifitng trade winds is called upwelling.
EBA1415_RCGJ_4a_CB_ES-04678	O	581	In the Pacific, upwelling causes surface waters to be colder than those in the western Pacific.
EBA1415_RCGJ_4a_CB_ES-04678	O	582	This change causes the central and eastern pacific regions to swell.
EBA1415_RCGJ_4a_CB_ES-04678	R-3-1	583	When water temps are higher, trade winds get weaker..
EBA1415_RCGJ_4a_CB_ES-04678	O	584	Throughout the 1980's, coral bleaching was at the minimum.
EBA1415_RCGJ_4a_CB_ES-04678	O	585	In 1998 coral bleaching was at it's highest.
EBA1415_RCGJ_4a_CB_ES-04678	R-4-5	586	During photosynthesis, an algae called zooxanthellae uses energy to combine CO2 and water from the ocean.
EBA1415_RCGJ_4a_CB_ES-04678	R-4-5B	587	The carbon is then passed to the coral to produce glucose that is important because chemicals algae produces, provide coral with energy.
EBA1415_RCGJ_4a_CB_ES-04678	O	588	Corals need water temps. of 70-85 degrees F to undergo the process of photosynthesis.
EBA1415_RCGJ_4a_CB_ES-04678	O	589	Changes in the amount of CO2 can threaten the balance.
EBA1415_RCGJ_4a_CB_ES-04678	O	590	The balance is also threatened by storms such as hurricanes and tropical storms.
EBA1415_RCGJ_4a_CB_ES-04678	O	591	Coral and zooxanthellae have a symbiotic relationship which means they benefit each other.
EBA1415_RCGJ_4a_CB_ES-04678	O	592	Coral provides a protected nutrient enviornment for algae.
EBA1415_RCGJ_4a_CB_ES-04678	O	593	Algae relies on healthy coral.
EBA1415_RCGJ_4a_CB_ES-04678	O	594	Dangerous threats to the health of coral is caused by changes in the environment.
EBA1415_RCGJ_4a_CB_ES-04678	O	595	Coral bleaching is an example of how environment effects the coral.
EBA1415_RCGJ_4a_CB_ES-04678	R-7-50	596	Corals turn white due to death of the zooxanthellae.
EBA1415_RCGJ_4a_CB_ES-04678	O	597	During bleaching, coral turns vulnerable and is the very easy to obtain diseases and starvation.
EBA1415_RCGJ_4a_CB_ES-04678	O	598	A massive coral bleaching happened in 1998.
EBA1415_RCGJ_4a_CB_ES-04678	O	599	It resulted in the death of 16% of the world's coral reefs.//
EBA1415_SDMK_4_CB-04760	R-7-50	600	Coral bleaching is when coral turns white due to the ejection or death of zooxanthellae algae.
EBA1415_SDMK_4_CB-04760	O	601	There are many causes to this problem. /
EBA1415_SDMK_4_CB-04760	O	602	First, differences in the rates of coral bleaching happen because coral is sensative to environmental changes.
EBA1415_SDMK_4_CB-04760	O	603	For example, corals take stress from their environment.
EBA1415_SDMK_4_CB-04760	O	604	If the water has more or less salt then it should or the water is cooler or hotter than it should be, then the coral is stressed and releases the zooxanthellae algae.
EBA1415_SDMK_4_CB-04760	O	605	When the zooxanthellae algae is released, the coral turns white which is coral bleaching, and is vulnerable to disease or starvation because of the loss of the zooxanthellae algae. /
EBA1415_SDMK_4_CB-04760	O	606	Also, differences in the rates of coral bleaching happen because of the physical damage the coral takes.
EBA1415_SDMK_4_CB-04760	O	607	Coral can only take so much damage until it releases the zooxanthellae algae.
EBA1415_SDMK_4_CB-04760	O	608	Examples include, when humans are involved, like blast fishing or when humans drop anchors or walk on the coral.
EBA1415_SDMK_4_CB-04760	R-7-50	609	Too much of this results in the coral to release the zooxanthellae algae and cause bleaching. /
EBA1415_SDMK_4_CB-04760	O	610	All of this proves that how there are differeces in the rates of coral bleaching. //
EBA1415_SWSP_1_CB_ES-04845	O	611	Most Coral's bleaching is in the biggest ocean.
EBA1415_SWSP_1_CB_ES-04845	R-4-50	612	The Pacific Ocean, where coral bleach it is because it doesn't have enough CO2.
EBA1415_SWSP_1_CB_ES-04845	R-3-5	613	Corals neeed temperaures between 70-85 degree F because the process of photosynthesis is really sensitive to the changes in the water, temperature.
EBA1415_SWSP_1_CB_ES-04845	O	614	Corals are also sensitive to ocean salinity.
EBA1415_SWSP_1_CB_ES-04845	O	615	Corals are made up of little tiny animals called polyps.
EBA1415_SWSP_1_CB_ES-04845	O	616	Coral polyps range from pinhead tiny to a foot in diameter.
EBA1415_SWSP_1_CB_ES-04845	O	617	It is rare that corals survive when they bleach.
EBA1415_SWSP_1_CB_ES-04845	O	618	In 1998 coral bleaching was considered the most tragic bleaching observed.
EBA1415_SWSP_1_CB_ES-04845	O	619	16% of corals died from bleaching around the world's coral reefs.
EBA1415_SWSP_1_CB_ES-04845	O	620	Did not finish  //
EBA1415_SDLC_8_CB_ES-04750	O	621	The differences in the rates of coral bleaching occur because of many reasons.
EBA1415_SDLC_8_CB_ES-04750	O	622	Some of those reasons are changes in the environment and climate change. /
EBA1415_SDLC_8_CB_ES-04750	O	623	Change in the environment heavly affects the difference in coral because coral is very dependent and vulnerable.
EBA1415_SDLC_8_CB_ES-04750	O	624	Coral depends on salinity, CO2 levels, temperature, and zooxanthellae (algae).
EBA1415_SDLC_8_CB_ES-04750	R-11-13	625.1	A corals salinity balance can be easily threatened by extreme storms, tropical storms, hurricanes, and other produces of excessive rainfall because of the increase of freshwater distroying the balance of saltwater.
EBA1415_SDLC_8_CB_ES-04750	R-11-12	625.2	A corals salinity balance can be easily threatened by extreme storms, tropical storms, hurricanes, and other produces of excessive rainfall because of the increase of freshwater distroying the balance of saltwater.
EBA1415_SDLC_8_CB_ES-04750	R-12-13	625.3	A corals salinity balance can be easily threatened by extreme storms, tropical storms, hurricanes, and other produces of excessive rainfall because of the increase of freshwater distroying the balance of saltwater.
EBA1415_SDLC_8_CB_ES-04750	O	626	Coral also depend on the CO2 levels.
EBA1415_SDLC_8_CB_ES-04750	R-4-50	627	CO2 is necessary for algae to undergo photosynthesis, but if the CO2 levels are too low, then it will become a problem for coral.
EBA1415_SDLC_8_CB_ES-04750	O	628	CO2 levels are determined by the temperature of the water (70-85 degree F).
EBA1415_SDLC_8_CB_ES-04750	R-1-50	629.1	That's why trade winds are another huge threat towards coral because when surface waters shift to the east, the ocean's water temperature incease 3 degrees F to 5 degrees F, and 10 degree F in some places.
EBA1415_SDLC_8_CB_ES-04750	R-3-50	629.2	That's why trade winds are another huge threat towards coral because when surface waters shift to the east, the ocean's water temperature incease 3 degrees F to 5 degrees F, and 10 degree F in some places.
EBA1415_SDLC_8_CB_ES-04750	R-2-3	629.3	That's why trade winds are another huge threat towards coral because when surface waters shift to the east, the ocean's water temperature incease 3 degrees F to 5 degrees F, and 10 degree F in some places.
EBA1415_SDLC_8_CB_ES-04750	R-3-4	630	The increase in temperature will decrease the CO2 level, harming the algae and corals. /
EBA1415_SDLC_8_CB_ES-04750	O	631	Changes in the environment and climate change are the biggest reasons on what leads to the differeces in the rates of coral bleaching. //
EBA1415_TTCM_2_CB_ES-05973	R-1-50	632	One of the main leads to Coral bleching is the environmental change would be the trade winds.
EBA1415_TTCM_2_CB_ES-05973	O	633	During trade winds the sea level may rise anywhere from inches to a foot.
EBA1415_TTCM_2_CB_ES-05973	R-4-5	634	According to the document, during photosynthesis zooxanthellae use energy from sunlight to mix Carbon Dioxide in the ocean with water.
EBA1415_TTCM_2_CB_ES-05973	O	635	As stated in the passage the chemicals that the algae (zooxanthellae) makes provides the coral with the energy it reads to survive.
EBA1415_TTCM_2_CB_ES-05973	O	636	Due to the sea level shifting however, the amount of sunlight the coral would need would then be being altered (If you will).
EBA1415_TTCM_2_CB_ES-05973	R-1-50	637.1	In 1997-1998 when the trade wind was just passed -8000 the coral bleaching reports was at it's highest which would lead one to the statement "As water temperature increase the amount of Carbon duvide in wate decreases.
EBA1415_TTCM_2_CB_ES-05973	R-3-4	637.2	In 1997-1998 when the trade wind was just passed -8000 the coral bleaching reports was at it's highest which would lead one to the statement "As water temperature increase the amount of Carbon duvide in wate decreases.
EBA1415_TTCM_2_CB_ES-05973	R-4-14	638	Changes in the amount of Co2 threaten the delicate balance necessary for Coral health, and of course pollution and things of that nature play a role in coral bleaching also.//
EBA1415_ERAP_7_CB_ES-05699	O	639	Coral bleaching is a phenomenon in which the coral loses it's color.
EBA1415_ERAP_7_CB_ES-05699	O	640	Coral bleaching is a serious problem with a serious impact on the world's coral reefs.
EBA1415_ERAP_7_CB_ES-05699	O	641	Coral bleaching is more noticeable in the Pacific Ocean.
EBA1415_ERAP_7_CB_ES-05699	O	642	The algae rely on the coral to stay healthy but corals can sustain physical damage from some destructive practices.
EBA1415_ERAP_7_CB_ES-05699	O	643	Some examples are blast fishing and toursits who drop anchors or walk on reefs.
EBA1415_ERAP_7_CB_ES-05699	O	644	The most dangerous threats to the health of corals are those that are caused by changes in their environment that put stress on coral.
EBA1415_ERAP_7_CB_ES-05699	O	645	Coral bleaching is one example of how environmental stressors can negatively affect the balanced relationship between the coral and zooxanthellae. //
EBA1415_BLHT_5_CB_ES-05205	R-1-50	646.1	There are many factors that can cause coral bleaching.
EBA1415_BLHT_5_CB_ES-05205	R-5-50	646.2	There are many factors that can cause coral bleaching.
EBA1415_BLHT_5_CB_ES-05205	R-6-50	646.3	There are many factors that can cause coral bleaching.
EBA1415_BLHT_5_CB_ES-05205	R-1-50	647.1	Some happen naturally like shifting trade winds and photosynthesis, but others are caused by humans and the stress we unknowingly inflict on them. /
EBA1415_BLHT_5_CB_ES-05205	R-5-50	647.2	Some happen naturally like shifting trade winds and photosynthesis, but others are caused by humans and the stress we unknowingly inflict on them. /
EBA1415_BLHT_5_CB_ES-05205	R-6-50	647.3	Some happen naturally like shifting trade winds and photosynthesis, but others are caused by humans and the stress we unknowingly inflict on them. /
EBA1415_BLHT_5_CB_ES-05205	R-1-50	648	One reason why coral bleaching  occurs is the shift in trade winds.
EBA1415_BLHT_5_CB_ES-05205	O	649	Although trade winds were originally used for boat navigation, they have an important purpose for the earth's oceans.
EBA1415_BLHT_5_CB_ES-05205	R-1-2	650	In a phenomenon known as upwelling, the winds drag warm surface waters to the west and the cold, deep waters in the eastern Pacific rise to the top.
EBA1415_BLHT_5_CB_ES-05205	R-1-2	651	But every few years, the trade winds are altered and the warm waters are dragged to the east.
EBA1415_BLHT_5_CB_ES-05205	O	652	This causes the central and eastern Pacific regions to swell which in turn leads to major shifts in the world's climate.
EBA1415_BLHT_5_CB_ES-05205	R-2-3	653	The normal water temperature in these regions is between 70-85 degrees F, but when the waters shift eastward, temperatures can even increase over 10 degress F. /
EBA1415_BLHT_5_CB_ES-05205	R-5-50	654	Another cause for coral bleaching is photosynthesis.
EBA1415_BLHT_5_CB_ES-05205	R-4-5	655	Coral reefs are only found in tropical waters because the algae, called zooxanthellae, that lives in the tissues of the coral need sunlight for photosythesis.
EBA1415_BLHT_5_CB_ES-05205	R-4-5	656	During this process, the algae uses the energy from the sun to combine CO2 with H2O, resulting in sugars and oxygen.
EBA1415_BLHT_5_CB_ES-05205	O	657	As this happens, carbon is passed from the algae to the coral in the form of glucose.
EBA1415_BLHT_5_CB_ES-05205	R-3-4	658	This process is very sensitive to water temperature and if the temperature goes up, then the amount of CO2 in the water decreases.
EBA1415_BLHT_5_CB_ES-05205	R-4-14	659	If the amount of CO2  is not normal, it threatens the delicate balance needed to keep corals healthy. /
EBA1415_BLHT_5_CB_ES-05205	O	660	A final reason is the stress out on coral, not just by their environment, but by humans as well.
EBA1415_BLHT_5_CB_ES-05205	O	661	Things like blast fishing, toursits dropping anchors, and people walking on reefs can cause physical damge to the coral.
EBA1415_BLHT_5_CB_ES-05205	R-6-7	662	This, combined with environment changes, causes increased stres levels on corals and forces the coral to eject their food-producing algae.
EBA1415_BLHT_5_CB_ES-05205	R-7-50	663	The death and ejection of this algae turns the coral white and leaves it vulnerable to disease and starvation. /
EBA1415_BLHT_5_CB_ES-05205	O	664	To finalize, there are many factors that threaten the coral in our world.
EBA1415_BLHT_5_CB_ES-05205	O	665	Although some can't be stopped or controlled, like shifting trade winds and photosynthesis, others can be prevented.
EBA1415_BLHT_5_CB_ES-05205	O	666	For example, fishing away from coral reefs and warning tourists to not step on them.
EBA1415_BLHT_5_CB_ES-05205	O	667	I think if people realize thet are hurtung the coral reefs we can all work together to stop the increase of bleached coral.  //
EBA1415_TRKM_2_CB_ES-05033	O	668	There are many different waves that can lead to a coral bleaching.
EBA1415_TRKM_2_CB_ES-05033	O	669	One way could be because of physical damage done on the coral.
EBA1415_TRKM_2_CB_ES-05033	O	670	When damage is done to the coral, the algae, which helps the coral get food and provides the coral with color, is ejected from the coral.
EBA1415_TRKM_2_CB_ES-05033	O	671	The reasons that the coral can recieve such damage is because of blast fishing or tourism.
EBA1415_TRKM_2_CB_ES-05033	R-7-50	672	So without algae the coral turns white and is vulnerable to diseases and starvation.
EBA1415_TRKM_2_CB_ES-05033	O	673	This causes most coral reefs to die.//
EBA1415_BLRW_5_CB_ES-05189	R-3-50	674.1	There can be many differences in the rates of coral bleaching.
EBA1415_BLRW_5_CB_ES-05189	R-1-50	674.2	There can be many differences in the rates of coral bleaching.
EBA1415_BLRW_5_CB_ES-05189	R-3-50	675.1	They may depend on trade winds, water temperature, or even humans.
EBA1415_BLRW_5_CB_ES-05189	R-1-50	675.2	They may depend on trade winds, water temperature, or even humans.
EBA1415_BLRW_5_CB_ES-05189	O	676	Coral bleaching can happen for all these reasons and more.
EBA1415_BLRW_5_CB_ES-05189	O	677	It is a serious issue that needs to be focused on./
EBA1415_BLRW_5_CB_ES-05189	R-1-50	678	Coral bleaching is the phenomenon in which coral loses all it's color and turns white.
EBA1415_BLRW_5_CB_ES-05189	R-1-50	679	It can occur during trade winds which affect the health of coral.
EBA1415_BLRW_5_CB_ES-05189	O	680	Every few years, trade winds are altered.
EBA1415_BLRW_5_CB_ES-05189	O	681	They weaken or reverse the direction they were orginally blowing in.
EBA1415_BLRW_5_CB_ES-05189	O	682	This movement causes the pacific regions to swell, creating major shifts in world's climate.
EBA1415_BLRW_5_CB_ES-05189	O	683	Coral needs a certain temperature of water because it is very sensitive.
EBA1415_BLRW_5_CB_ES-05189	O	684	If the trade winds change the climate, then the coral could bleach./
EBA1415_BLRW_5_CB_ES-05189	O	685	Coral reefs are found in clear, shallow, tropical waters.
EBA1415_BLRW_5_CB_ES-05189	O	686	This is because the algae that lives on the coral must undergo the process of photosynthesis.
EBA1415_BLRW_5_CB_ES-05189	R-4-50	687	If they aren't around the right amounts of Co2 then that could be a big problem for the algae and the coral.
EBA1415_BLRW_5_CB_ES-05189	O	688	They are kind of like a team and they depend on each other to keep living.
EBA1415_BLRW_5_CB_ES-05189	R-5-5B	689.1	If the algae doesn't go through photosynthesis and it doesn't give the coral the food it needs, then they both die.
EBA1415_BLRW_5_CB_ES-05189	R-5B-50	689.2	If the algae doesn't go through photosynthesis and it doesn't give the coral the food it needs, then they both die.
EBA1415_BLRW_5_CB_ES-05189	R-5B-50	690	That is another cause of coral bleaching./
EBA1415_BLRW_5_CB_ES-05189	O	691	The last cause we are going to discuss is the stress put on coral caused by changes in their enviornment.
EBA1415_BLRW_5_CB_ES-05189	R-7-50	692	This is the most common and dangerous cause of coral bleaching.
EBA1415_BLRW_5_CB_ES-05189	R-7-50	693.1	This happens because the stress put on coral causes the coral to eject, or get rid of, their food producing algae.
EBA1415_BLRW_5_CB_ES-05189	R-6-7	693.2	This happens because the stress put on coral causes the coral to eject, or get rid of, their food producing algae.
EBA1415_BLRW_5_CB_ES-05189	O	694	If a coral is bleached it is more likely to starve and die./
EBA1415_BLRW_5_CB_ES-05189	O	695	Coral bleaching can occur on great reefs in the ocean.
EBA1415_BLRW_5_CB_ES-05189	O	696	If coral dies, then it can start a chain reaction of other things in the sea dying as well.
EBA1415_BLRW_5_CB_ES-05189	O	697	Imagine if the clown fish couldn't live in the coral.
EBA1415_BLRW_5_CB_ES-05189	O	698	They would all die off when their bigger predators eat all of the supply.
EBA1415_BLRW_5_CB_ES-05189	O	699	This would go on and on until there would be nothing left in that part of the oceans.
EBA1415_BLRW_5_CB_ES-05189	O	700	This issue is serious and there's not much we can do to fix coral bleaching.//
EBA1415_SWCT_6_CB-05929	O	701	Coral bleaching is the phenomenon of corals losing their color.
EBA1415_SWCT_6_CB-05929	O	702	Naturally, corals come in bright magnificent colors but when they become victims to coral bleaching they become white.
EBA1415_SWCT_6_CB-05929	O	703	Coral bleaching is most common around the Pacific Ocean.
EBA1415_SWCT_6_CB-05929	O	704	Over the past 35 years the amount of coral bleaching reports have been increasing by a fair amount.
EBA1415_SWCT_6_CB-05929	O	705	Corals use photosynthesis just like plants.
EBA1415_SWCT_6_CB-05929	R-3-5	706	To perform photosynthesis corals need the water temperature to be at 70-85 because photosynthesis is sensitive to changes in water.
EBA1415_SWCT_6_CB-05929	O	707	This can become a problem when trade winds occur. 
EBA1415_SWCT_6_CB-05929	R-1-3	708	Trade winds can either lower or raise the water temperature.
EBA1415_SWCT_6_CB-05929	O	709	This can be a problem while corals are performing photosynthesis since they need the water to be at a perfect temperature.
EBA1415_SWCT_6_CB-05929	O	710	This balance can also be affected by the amount of ocean salinity.
EBA1415_SWCT_6_CB-05929	R-11-12	711	Storms can increase or decrease the amount of fresh water in the ocean. 
EBA1415_SWCT_6_CB-05929	O	712	This sort of thing can be very interesting to coral plants.
EBA1415_SWCT_6_CB-05929	O	713	Trade winds make one side of the pacific whether it be west of 
EBA1415_SWCT_6_CB-05929	O	714	Ran out of time.//
EBA1415_LVAH_2_CB_ES-05762	O	715	There are many reasons to the differences in the rates of coral bleaching.
EBA1415_LVAH_2_CB_ES-05762	R-3-5	716	One reasons could be that the water temperatures were not between 70-85 percent, and that caused the process of photosynthesis to fail.
EBA1415_LVAH_2_CB_ES-05762	R-11-13	717.1	Another reason could be that there was a storm and caused the salinity of water to drop (how salty the water is).
EBA1415_LVAH_2_CB_ES-05762	R-13-50	717.2	Another reason could be that there was a storm and caused the salinity of water to drop (how salty the water is).
EBA1415_LVAH_2_CB_ES-05762	R-13-50	718	These are some examples of why the number of dead corals are dying.
EBA1415_LVAH_2_CB_ES-05762	O	719	Or it could also be because of zooxanthellae. /
EBA1415_LVAH_2_CB_ES-05762	O	720	Well I said that it could be because of the water temperatures.
EBA1415_LVAH_2_CB_ES-05762	O	721	I say this because corals need the water a certain temperature in order to use photosynthesis, wich is their food.
EBA1415_LVAH_2_CB_ES-05762	O	722	Corals feed of a form of sugars and oxygen, And the process is sensitive to changes of water.
EBA1415_LVAH_2_CB_ES-05762	O	723	Another reason is of the water salinity.
EBA1415_LVAH_2_CB_ES-05762	O	724	That "upsets the balance necessary for coral health" according to "Coral & Photosynthesis.
EBA1415_LVAH_2_CB_ES-05762	R-11-12	725.1	Because when there is a storm the excessive rainfall puts more fresh water in the ocean.
EBA1415_LVAH_2_CB_ES-05762	R-12-13	725.2	Because when there is a storm the excessive rainfall puts more fresh water in the ocean.
EBA1415_LVAH_2_CB_ES-05762	R-12-13	726	Wich makes salinity drop./
EBA1415_LVAH_2_CB_ES-05762	O	727	And the differences in the rates of coral bleaching could be that more of these happened more or less. //
EBA1415post_TWDG_1_CB_ES-04938	O	728	First, marine biologists have discovered many different types of coral living in the oceans.
EBA1415post_TWDG_1_CB_ES-04938	O	729	For Example Coral Bleaching is most noticeable in the Pacific Ocean.
EBA1415post_TWDG_1_CB_ES-04938	O	730	This Ocean covers about 1/3 of the surfaces of the entire globe.
EBA1415post_TWDG_1_CB_ES-04938	O	731	Second, Coral is often mistaken for a rock or plant.
EBA1415post_TWDG_1_CB_ES-04938	O	732	Corals live in colonies that are made up of many polyps.
EBA1415post_TWDG_1_CB_ES-04938	O	733	The hard skeletons build up and form coral reefs.
EBA1415post_TWDG_1_CB_ES-04938	O	734	For instants, coral reefs are only found in clear, shallow, tropical waters.
EBA1415post_TWDG_1_CB_ES-04938	O	735	This combination results in the information of sugars and oxygen(O2).
EBA1415post_TWDG_1_CB_ES-04938	R-4-50	736	Thirdly, If the amount of co2 is lower than normal, It can be a problem of the coral.
EBA1415post_TWDG_1_CB_ES-04938	O	737	this process if very important, but it is also ssensitive to changes in the enviroment.//
EBA1415_TFBM_1_CB_ES-05445	O	738	In the matter of coral bleaching, I would have to say that, by looking at data, more countries report coral bleaching each year and it continues to increase.
EBA1415_TFBM_1_CB_ES-05445	O	739	But in the years of 1987, 1983, 1998, 2002, and 2005 the charts have just be suddenly sprung up, especially in 1998.
EBA1415_TFBM_1_CB_ES-05445	O	740	It may be because of the weather change, I think this because in those years listed, wind charts were increasingly sprung up as well, especially in 1998 like when coral bleaching got extremely severe.
EBA1415_TFBM_1_CB_ES-05445	O	741	Ran out of time  //
EBA1415_TFHC_1_CB_ES-05945	R-11-50	742.1	The things or phenomenon that leads to the differences in the rates of coral bleaching is the shifting of trade winds, and as well as extreme storms, which coral is very sensitive to, including salinity.
EBA1415_TFHC_1_CB_ES-05945	R-1-50	742.2	The things or phenomenon that leads to the differences in the rates of coral bleaching is the shifting of trade winds, and as well as extreme storms, which coral is very sensitive to, including salinity.
EBA1415_TFHC_1_CB_ES-05945	R-1-3	743	Trade winds are a shifting phenomena which shifts the rate of water in some of the largest oceans.
EBA1415_TFHC_1_CB_ES-05945	O	744	This originally was used back in the 1800's, which guided/navigated ships at sea, but now it is effecting the coral.
EBA1415_TFHC_1_CB_ES-05945	R-1-3	745	This shift brings temperatures to an increase or decrease and as well, rises or lowers the water level.
EBA1415_TFHC_1_CB_ES-05945	O	746	Coral needs to be at a specific temperature to sustain the act of photosynthesis, to keep track of nutrients.
EBA1415_TFHC_1_CB_ES-05945	O	747	Extreme storms, as well effect coral.
EBA1415_TFHC_1_CB_ES-05945	O	748	This moves water at different speeds or temperatures.
EBA1415_TFHC_1_CB_ES-05945	O	749	Now, coral bleaching is known, which turns the coral white from its original color, from the nutrients revolved around there ecosystem.
EBA1415_TFHC_1_CB_ES-05945	O	750	When water levels move, they move the nutrients needed for the coral to thrive.
EBA1415_TFHC_1_CB_ES-05945	R-13-50	751	Finally, the waters salinity effects coral and bleaches its surface.
EBA1415_TFHC_1_CB_ES-05945	O	752	Salinity is how salty the water is.
EBA1415_TFHC_1_CB_ES-05945	O	753	Salinity can increase or decrease in shallow water, in the coastal regions.
EBA1415_TFHC_1_CB_ES-05945	O	754	Like in tropical regions, were coral thrives underwater.
EBA1415_TFHC_1_CB_ES-05945	O	755	When there is a disturbance, the salinity is ready to erupt.
EBA1415_TFHC_1_CB_ES-05945	R-11-12	756.1	When there is a tropical storm for example like a hurricane, they increase the amount of fresh water circulation in the ocean.
EBA1415_TFHC_1_CB_ES-05945	R-12-13	756.2	When there is a tropical storm for example like a hurricane, they increase the amount of fresh water circulation in the ocean.
EBA1415_TFHC_1_CB_ES-05945	R-12-13	757.1	This causes the salinity to drop, and this upsets the balance of salt, nutrients, and water for the corals necessary health.
EBA1415_TFHC_1_CB_ES-05945	R-13-14	757.2	This causes the salinity to drop, and this upsets the balance of salt, nutrients, and water for the corals necessary health.
EBA1415_TFHC_1_CB_ES-05945	O	758	In conclusion, coral bleaching is a big problem that has erupted.
EBA1415_TFHC_1_CB_ES-05945	O	759	Many natural phenomena cause this act, including the Trade Winds, Extreme Storms, including Hurricanes in Tropical areas, were coral tends to thrive, and finally the waters salt levels (Salinity), which brings a balance of salt to water to ecosystem.
EBA1415_TFHC_1_CB_ES-05945	O	760	Coral is a magnificent and complex being, which needs to be protected to sustatin, its prospoerity and livelyhood.//
EBA1415_SERS_1516_CB-05931	O	761	Corals can be different colors, but sometimes it can its color and turn white.
EBA1415_SERS_1516_CB-05931	R-2-3	762.1	For corals to stay colorful they need to be in normal water temp. which is 70-85 degrees F, but when the surface of the water shift eastward the temp. increases by 3 to 5 degrees F.
EBA1415_SERS_1516_CB-05931	R-1-3	762.2	For corals to stay colorful they need to be in normal water temp. which is 70-85 degrees F, but when the surface of the water shift eastward the temp. increases by 3 to 5 degrees F.
EBA1415_SERS_1516_CB-05931	R-1-3	763.1	This is because of the wind, when the wind weakens it threatens the corals.
EBA1415_SERS_1516_CB-05931	R-1-14	763.2	This is because of the wind, when the wind weakens it threatens the corals.
EBA1415_SERS_1516_CB-05931	R-4-50	764	But as long as there is enough sunlight and a normal amount of CO2, if the amount of CO2 is lower than normal, it can be a problem for the coral.
EBA1415_SERS_1516_CB-05931	O	765	Corals receive 50% to 95% of their energy from this process.
EBA1415_SERS_1516_CB-05931	O	766	This is very important, but it is also very sensitive in the enviornment.
EBA1415_SERS_1516_CB-05931	O	767	Corals are sensitive to ocean salinity like hurricanes or tropical storms.
EBA1415_SERS_1516_CB-05931	R-13-14	768	This drop of salinity will upset the balance necessary for coral health.
EBA1415_SERS_1516_CB-05931	R-6-14	769	The most dangerous threats to the health of corals are those that are caused by changes in their environment that put stress on coral. //
EBA1415_SWCT_7_CB_ES-05956	O	770	Coral Bleaching is a phenomenon in which coral loses its color.
EBA1415_SWCT_7_CB_ES-05956	O	771	Coral Bleaching has been noticed alot more in the Pacific Ocean.
EBA1415_SWCT_7_CB_ES-05956	O	772	For those who don't know the Pacific Ocean covers up about 1/3 of earth.
EBA1415_SWCT_7_CB_ES-05956	O	773	It also contains double the amount of water found in the Atlantic Ocean.
EBA1415_SWCT_7_CB_ES-05956	O	774	Many people mistake coral for a rock or plant.
EBA1415_SWCT_7_CB_ES-05956	O	775	However coral is made up of tiny animals called Polyp.
EBA1415_SWCT_7_CB_ES-05956	O	776	Coral polyps range from the size of a pin head up to a foot in diameter.
EBA1415_SWCT_7_CB_ES-05956	O	777	Coral Polyps have a saclike body and a mouth surrounded by stinging tentacles.
